Confirmed,Deaths,Recovered,Active,New_cases,New_deaths,New_recovered
894,53,804,37,0,0,5
49148,6084,179,42885,165,6,5
7370,102,6861,407,23,0,5
656,9,608,39,6,0,5
671,12,182,477,9,0,5
2280,84,1999,197,7,0,5
84494,4638,77939,1917,36,0,5
1977,69,1748,160,0,0,5
586,4,267,315,23,0,5
4091,110,3940,41,6,0,5
204,0,132,72,3,0,5
286,6,192,88,0,0,5
1864,34,122,1708,34,2,5
561,13,366,182,6,0,5
571,10,103,458,27,0,5
1798,76,1475,247,3,0,5
4120,110,3956,54,15,0,5
215,0,158,57,2,0,5
569,13,380,176,0,0,5
6027,135,861,5031,103,0,5
698,42,632,24,1,0,5
707,12,208,487,5,0,5
902,13,277,612,52,0,5
17963,967,16101,895,84,2,5
1644,33,1103,508,22,1,5
830,2,376,452,32,0,5
917,14,776,127,3,0,5
684,10,526,148,6,0,5
551,6,128,417,21,0,5
97,7,90,0,0,0,5
1820,10,1799,11,2,0,5
670,9,632,29,2,0,5
219,0,175,44,0,0,5
712,13,219,480,1,0,5
389,10,181,198,16,0,5
1062,67,924,71,3,0,5
642,14,401,227,27,0,5
235,12,114,109,5,0,5
355,0,335,20,0,0,5
4345,110,4003,232,46,0,5
715,10,560,145,8,0,5
721,10,565,146,6,0,5
2285,117,1507,661,25,0,5
2349,19,1113,1217,46,0,5
1150,10,902,238,3,0,5
698,8,181,509,73,1,5
3190,58,3071,61,5,0,5
2380,86,2234,60,8,0,5
1995,69,1880,46,1,0,5
284,16,125,143,11,1,5
8674,121,8481,72,6,0,5
907,17,320,570,66,3,5
317,6,250,61,1,0,5
1854,79,1552,223,10,0,5
8677,121,8486,70,3,0,5
369,0,347,22,0,0,5
885,9,206,670,98,0,5
63,3,32,28,2,0,5
1169,10,982,177,0,0,5
51006,6156,185,44665,54,2,5
1231,50,1055,126,10,0,5
2413,86,2249,78,10,0,5
2013,69,1894,50,2,0,5
1861,79,1569,213,4,0,5
2420,87,2254,79,7,1,5
981,15,851,115,8,0,5
1176,10,991,175,3,0,5
1164,23,325,816,145,4,5
2820,21,1261,1538,84,1,5
758,10,620,128,0,0,5
8075,190,3620,4265,42,1,5
1287,24,330,933,66,1,5
1029,0,977,52,4,0,5
1198,10,1013,175,15,0,5
1306,50,1087,169,4,0,5
337,6,266,65,0,0,5
1835,10,1809,16,0,0,5
1045,53,887,105,7,0,5
1836,10,1815,11,0,0,5
2697,11,2012,674,10,0,5
1791,48,385,1358,87,1,5
1915,80,1600,235,7,1,5
8764,122,8546,96,9,0,5
3119,93,1457,1569,8,0,5
1839,10,1820,9,0,0,5
3130,93,1462,1575,11,0,5
1064,33,927,104,10,0,5
1894,24,855,1015,68,1,5
2477,122,1856,499,2,1,5
401,0,365,36,17,0,5
2462,87,2326,49,13,0,5
1555,22,1511,22,0,0,5
1394,50,1108,236,5,0,5
1117,34,934,149,21,1,5
13595,139,8775,4681,293,6,5
340,7,324,9,3,0,5
1522,7,69,1446,120,0,5
880,35,241,604,29,2,5
1986,80,1616,290,26,0,5
1765,66,1297,402,13,0,5
915,75,810,30,0,0,5
1053,19,852,182,6,0,5
1117,16,917,184,13,0,5
3582,47,1671,1864,175,1,5
4435,596,3329,510,11,0,5
1168,11,1041,116,14,0,5
86,3,65,18,4,0,5
1167,72,646,449,5,0,5
920,26,36,858,277,8,6
50,0,15,35,3,0,6
15,0,8,7,0,0,6
77,0,24,53,2,0,6
22,0,13,9,0,0,6
41,0,28,13,1,0,6
108,0,78,30,2,0,6
96,5,8,83,27,1,6
98,0,23,75,13,0,6
150,2,27,121,40,0,6
154,11,32,111,30,1,6
177,1,41,135,30,0,6
142,0,15,127,12,0,6
968,33,150,785,40,1,6
277,0,25,252,17,0,6
461,0,6,455,196,0,6
208,17,49,142,16,4,6
470,0,10,460,10,0,6
233,20,57,156,19,3,6
798,8,6,784,128,0,6
494,0,33,461,13,0,6
70,0,9,61,9,0,6
495,1,22,472,57,0,6
96,0,10,86,5,0,6
636,38,26,572,84,3,6
1051,14,7,1030,150,4,6
208,0,49,159,13,0,6
109,0,23,86,10,0,6
115,0,11,104,1,0,6
300,10,34,256,39,0,6
1495,12,29,1454,122,1,6
34,1,10,23,6,0,6
514,1,56,457,63,1,6
570,3,58,509,102,1,6
584,35,37,512,73,4,6
491,7,7,477,31,0,6
179,0,29,150,12,0,6
51,5,25,21,2,0,6
745,4,26,715,30,1,6
1528,136,81,1311,114,14,6
163,2,53,108,11,1,6
963,6,73,884,96,0,6
278,5,36,237,4,0,6
479,14,43,422,9,2,6
194,1,15,178,4,0,6
3858,44,67,3747,350,5,6
339,5,45,289,10,0,6
897,22,19,856,103,2,6
369,4,68,297,19,2,6
439,16,16,407,11,1,6
443,5,32,406,43,0,6
245,1,25,219,27,0,6
4472,59,78,4335,381,6,6
135,1,16,118,9,0,6
96,3,12,81,4,0,6
259,32,27,200,14,2,6
219,2,72,145,12,1,6
56,1,6,49,4,1,6
1182,15,125,1042,56,3,6
1173,78,247,848,103,7,6
584,6,42,536,53,1,6
556,1,99,456,77,0,6
176,5,33,138,10,0,6
541,19,60,462,14,1,6
483,2,24,457,16,0,6
11,0,10,1,0,0,6
371,2,67,302,40,0,6
135,1,91,43,0,0,6
184,5,30,149,14,1,6
855,1,111,743,112,0,6
583,25,58,500,19,2,6
618,24,48,546,25,0,6
194,0,11,183,30,0,6
781,8,60,713,54,1,6
74,7,22,45,15,0,6
21901,2403,28,19470,1221,148,6
380,5,67,308,1,0,6
635,25,54,556,17,1,6
1438,29,56,1353,149,0,6
533,4,58,471,89,1,6
69,3,10,56,4,0,6
242,3,60,179,8,0,6
283,7,58,218,33,0,6
675,29,68,578,14,1,6
497,27,161,309,13,0,6
3234,79,23,3132,260,5,6
612,3,62,547,17,0,6
73,4,19,50,4,0,6
343,10,91,242,20,0,6
3400,87,29,3284,166,8,6
813,4,130,679,86,0,6
835,2,113,720,66,0,6
117,5,11,101,57,0,6
110,0,29,81,2,0,6
93,3,12,78,0,2,6
138,0,60,78,2,0,6
268,0,177,91,1,0,6
539,26,283,230,21,0,6
14,0,6,8,0,0,6
407,7,265,135,5,0,6
307,2,69,236,13,0,6
518,3,65,450,41,0,6
206,8,41,157,4,0,6
35,0,6,29,5,0,6
55,0,28,27,0,0,6
929,43,167,719,35,1,6
425,7,282,136,8,0,6
75,5,25,45,0,0,6
598,34,37,527,34,1,6
14,0,10,4,2,0,6
115,8,28,79,1,0,6
384,11,30,343,68,3,6
862,6,170,686,101,0,6
121,0,58,63,0,0,6
1366,79,211,1076,13,0,6
94,4,41,49,0,0,6
318,10,132,176,7,0,6
10,1,8,1,0,0,6
444,7,332,105,3,0,6
64,1,33,30,10,0,6
429,6,281,142,0,0,6
146,5,16,125,0,0,6
323,8,89,226,25,0,6
588,7,126,455,65,0,6
471,30,56,385,12,2,6
39,0,19,20,0,0,6
449,8,348,93,0,1,6
168357,25386,813,142158,4727,913,6
539,6,184,349,22,0,6
771,71,79,621,33,5,6
453,8,362,83,2,0,6
490,26,135,329,8,1,6
95,4,64,27,0,0,6
39507,4811,125,34571,514,84,6
243,0,104,139,18,0,6
229,9,25,195,9,0,6
644,16,72,556,45,0,6
411,21,150,240,15,4,6
151,6,37,108,0,0,6
117,10,39,68,44,5,6
1439,94,239,1106,5,2,6
592,41,52,499,59,5,6
155,6,43,106,4,0,6
135,3,75,57,2,0,6
750,45,499,206,2,0,6
161,6,49,106,6,0,6
1799,10,1723,66,0,0,6
490,24,173,293,25,0,6
116,8,99,9,0,0,6
741,25,206,510,1,0,6
589,41,92,456,7,0,6
199,11,43,145,21,2,6
99,0,22,77,17,0,6
82,7,53,22,0,0,6
615,9,275,331,5,0,6
129,12,16,101,28,0,6
486,5,413,68,2,0,6
462,10,148,304,22,0,6
684,17,492,175,11,0,6
2070,98,960,1012,43,8,6
230,2,44,184,12,0,6
489,5,419,65,3,0,6
92,11,37,44,0,0,6
440,6,361,73,0,0,6
991,41,136,814,54,2,6
1052,26,110,916,85,2,6
496,5,433,58,6,0,6
250,5,105,140,11,0,6
211,20,85,106,12,0,6
711,19,523,169,4,0,6
880,31,688,161,4,0,6
212,0,107,105,26,0,6
898,31,694,173,18,0,6
315,2,67,246,26,0,6
1723,95,1235,393,29,0,6
3018,56,2850,112,1,0,6
1643,30,135,1478,125,1,6
732,19,553,160,8,0,6
202,2,72,128,12,0,6
503,53,117,333,29,3,6
695,12,425,258,12,0,6
520,9,127,384,3,0,6
440,7,395,38,0,0,6
734,20,564,150,1,1,6
381,2,335,44,5,0,6
297,0,203,94,5,0,6
308,0,209,99,11,0,6
749,20,594,135,3,0,6
981,31,777,173,12,0,6
209,33,11,165,12,0,6
989,31,783,175,8,0,6
3040,56,2916,68,3,0,6
998,32,789,177,9,1,6
1823,64,1532,227,2,0,6
1004,32,795,177,6,0,6
1824,65,1538,221,1,1,6
1038,30,791,217,6,1,6
1511,28,1307,176,2,0,6
1469,107,1346,16,1,0,6
84103,4638,77782,1683,1,0,6
956,10,634,312,5,0,6
261,2,164,95,5,0,6
339,0,244,95,3,0,6
612,7,491,114,1,1,6
148,0,43,105,7,0,6
395,13,183,199,4,0,6
327,0,278,49,0,0,6
968,8,197,763,137,1,6
1172,26,705,441,4,0,6
423,20,21,382,77,1,6
1520,28,1338,154,0,0,6
1122,33,857,232,23,0,6
944,17,790,137,2,0,6
530,23,27,480,47,3,6
370,1,256,113,11,0,6
3195,72,454,2669,125,0,6
826,6,174,646,55,0,6
377,1,262,114,7,0,6
1105,10,682,413,21,0,6
102,11,55,36,0,0,6
800,13,640,147,4,0,6
452,13,236,203,7,0,6
321,28,175,118,5,0,6
1451,4,29,1418,163,0,6
805,13,650,142,4,0,6
469,111,23,335,16,8,6
1263,10,701,552,35,0,6
9628,327,6891,2410,61,0,6
1939,69,1681,189,8,0,6
3025,153,1646,1226,110,2,6
2200,83,1868,249,9,0,6
852,51,757,44,0,0,6
1531,28,1402,101,1,0,6
248,6,165,77,2,0,6
2211,83,1886,242,6,0,6
1958,69,1690,199,11,0,6
156,12,92,52,0,0,6
863,9,663,191,18,0,6
3364,164,1664,1536,125,7,6
485,3,410,72,4,0,6
410,31,206,173,13,0,6
4052,110,3910,32,3,0,6
197,0,95,102,3,0,6
494,2,313,179,18,0,6
3125,58,2987,80,0,0,6
524,13,271,240,2,0,6
1087,49,989,49,0,0,6
1970,69,1703,198,5,0,6
1103,51,648,404,18,1,6
1093,49,995,49,6,0,6
442,6,228,208,30,0,6
4069,562,2482,1025,5,3,6
2222,7,369,1846,165,0,6
2254,107,2140,7,2,0,6
612,2,338,272,30,0,6
484,10,76,398,17,0,6
3135,58,2993,84,0,0,6
262,6,185,71,0,0,6
2564,18,402,2144,154,4,6
1778,76,1447,255,2,0,6
683,12,188,483,12,0,6
1330,13,717,600,22,0,6
1562,28,1443,91,1,0,6
755,0,492,263,14,0,6
277974,42653,1319,234002,984,173,6
985,19,824,142,0,0,6
702,2,357,343,41,0,6
765,13,253,499,115,2,6
858,74,752,32,0,0,6
1981,69,1764,148,0,0,6
944,8,419,517,54,0,6
643,6,291,346,8,1,6
908,14,761,133,2,0,6
650,34,260,356,24,0,6
104,11,83,10,0,0,6
1982,69,1771,142,1,0,6
992,261,356,375,25,4,6
670,18,138,514,31,1,6
4140,110,3965,65,7,0,6
665,9,624,32,0,0,6
29037,564,14800,13673,1007,17,6
698,42,653,3,0,0,6
1027,10,568,449,24,2,6
84725,4641,78000,2084,24,0,6
84743,4641,78006,2096,18,0,6
729,34,291,404,45,0,6
1987,69,1818,100,1,0,6
1427,60,943,424,17,1,6
1664,28,1461,175,7,0,6
77,0,44,33,1,0,6
926,15,791,120,2,0,6
1530,22,1490,18,2,0,6
1990,69,1842,79,1,0,6
1830,10,1803,17,5,0,6
2303,19,1108,1176,43,0,6
980,53,852,75,13,0,6
999,19,839,141,0,0,6
918,27,230,661,27,1,6
1181,50,1045,86,3,0,6
5677,241,2898,2538,180,2,6
1831,79,1545,207,3,0,6
225,0,194,31,5,0,6
4071,52,976,3043,38,0,6
2395,86,2240,69,15,0,6
1056,14,570,472,45,1,6
1094,68,974,52,1,0,6
1542,18,730,794,43,0,6
313,7,272,34,2,0,6
1763,111,1429,223,24,0,6
974,29,871,74,9,0,6
184,1,26,157,50,0,6
3371,89,1881,1401,93,4,6
986,15,857,114,5,0,6
297,17,154,126,6,0,6
1179,10,997,172,3,0,6
233,2,32,199,49,1,6
2762,13,2290,459,31,0,6
1302,50,1082,170,39,0,6
291691,44915,1384,245392,537,11,6
884,75,798,11,4,0,6
321,7,302,12,4,0,6
576,27,124,425,35,1,6
740,15,534,191,9,0,6
1031,19,845,167,6,0,6
1652,46,379,1227,63,3,6
2687,11,2007,669,16,0,6
251,0,155,96,0,0,6
2020,69,1910,41,4,0,6
1688,65,1219,404,10,1,6
1581,443,701,437,5,3,6
2730,11,2041,678,6,0,6
337,7,319,11,3,0,6
1113,11,1034,68,0,0,6
790,15,560,215,7,0,6
1951,80,1607,264,2,0,6
2021,28,882,1111,83,3,6
828,16,584,228,22,0,6
1141,34,940,167,24,0,6
346,6,286,54,3,0,6
860,14,610,236,111,0,6
1425,50,1124,251,19,0,6
1166,34,946,186,25,0,6
2547,58,510,1979,123,1,6
2503,123,1907,473,0,0,6
8897,124,8600,173,13,1,6
1100,53,926,121,14,0,6
326,8,66,252,49,2,6
3664,99,1645,1920,24,0,6
47,0,9,38,2,0,7
18,0,8,10,0,0,7
16,0,14,2,0,0,7
14,1,11,2,2,0,7
18,0,9,9,2,0,7
1908,3,25,1880,451,1,7
171,5,8,158,15,5,7
428,0,42,386,190,0,7
250,0,11,239,32,0,7
673,2,49,622,107,2,7
184,0,16,168,26,0,7
256,1,88,167,28,0,7
285,8,39,238,29,2,7
153,2,38,113,13,0,7
81,0,22,59,0,0,7
248,2,45,201,50,0,7
146,5,17,124,23,0,7
86,0,29,57,5,0,7
821,22,36,763,78,2,7
906,17,86,803,112,6,7
658,3,29,626,163,2,7
333,2,52,279,85,0,7
495,24,102,369,39,3,7
261,10,28,223,35,0,7
2190,52,55,2083,173,11,7
56,0,19,37,0,0,7
1036,4,45,987,196,1,7
235,0,64,171,10,0,7
130,0,18,112,11,0,7
499,4,272,223,23,0,7
713,6,52,655,56,1,7
1418,71,42,1305,343,3,7
515,4,279,232,16,0,7
230,7,22,201,16,2,7
1251,32,102,1117,227,5,7
589,1,63,525,75,0,7
230,25,13,192,6,3,7
5717,201,127,5389,1138,42,7
129,1,45,83,2,0,7
710,46,157,507,54,5,7
68,0,44,24,6,0,7
2084,88,49,1947,538,10,7
131,1,52,78,2,0,7
779,5,33,741,34,1,7
317,0,80,237,28,0,7
13696,1175,10,12511,1029,135,7
1380,60,16,1304,96,3,7
3163,120,65,2978,415,27,7
39,2,17,20,3,0,7
579,17,27,535,46,1,7
509,8,17,484,203,1,7
196,7,7,182,10,0,7
10524,266,75,10183,638,20,7
57772,5229,215,52328,4073,761,7
400,5,93,302,14,1,7
135,1,73,61,0,0,7
145,1,23,121,10,0,7
3246,152,64,3030,152,8,7
965,19,37,909,101,4,7
570,23,30,517,15,5,7
373,5,57,311,10,0,7
1149,21,69,1059,41,2,7
196,3,46,147,8,1,7
414,23,134,257,30,4,7
384,3,48,333,35,0,7
21,1,8,12,1,0,7
1668,52,35,1581,206,7,7
1795,72,365,1358,80,9,7
288,7,51,230,12,1,7
701,2,23,676,19,0,7
136,1,99,36,1,0,7
305,7,58,240,17,0,7
577,3,49,525,19,0,7
381,7,177,197,9,0,7
595,3,56,536,18,0,7
257,3,67,187,15,0,7
126,0,25,101,6,0,7
480,7,231,242,0,0,7
291,2,178,111,11,0,7
134,0,49,85,7,0,7
15,0,11,4,0,0,7
1231,50,49,1132,219,4,7
449,5,78,366,19,0,7
28313,3145,54,25114,736,190,7
314,2,190,122,15,0,7
441,29,14,398,44,1,7
642,4,74,564,16,0,7
3755,196,215,3344,141,7,7
2673,196,596,1881,168,13,7
1652,142,199,1311,73,8,7
29380,3327,61,25992,1067,182,7
174,8,30,136,13,0,7
112808,15986,375,96447,5343,1033,7
493,17,159,317,51,4,7
388,4,86,298,18,1,7
262,12,60,190,16,1,7
216,13,41,162,45,0,7
542,19,166,357,49,2,7
394,4,93,297,6,0,7
417,7,276,134,4,0,7
270,14,67,189,8,2,7
147,0,76,71,3,0,7
208,8,53,147,0,0,7
412,5,242,165,35,0,7
1199,14,258,927,26,1,7
609,37,44,528,11,3,7
952,14,310,628,36,1,7
63,0,45,18,2,0,7
268,0,223,45,0,0,7
316,5,123,188,1,0,7
1234,54,197,983,137,2,7
122,0,117,5,0,0,7
340,2,81,257,4,0,7
46,0,15,31,6,0,7
456,5,139,312,12,0,7
627,59,65,503,36,4,7
228,9,85,134,5,0,7
726,28,410,288,14,1,7
80,11,22,47,2,0,7
1438,41,467,930,12,0,7
671,9,283,379,57,2,7
497,6,156,335,11,0,7
1449,41,474,934,11,0,7
638,42,476,120,3,0,7
1660,50,240,1370,13,0,7
128,0,82,46,0,0,7
1110,59,117,934,57,4,7
482,25,129,328,58,1,7
1418,89,230,1099,10,3,7
39,0,26,13,0,0,7
442,31,39,372,67,3,7
133,3,66,64,2,0,7
533,36,46,451,91,5,7
1009,42,323,644,11,1,7
1594,76,166,1352,124,5,7
563,27,213,323,19,1,7
396,10,126,260,26,0,7
2969,54,2739,176,3,0,7
730,19,79,632,27,2,7
480,4,399,77,3,0,7
126,9,74,43,2,0,7
3840,96,3412,332,12,0,7
2988,54,2747,187,1,0,7
751,46,521,184,0,0,7
729,48,555,126,41,0,7
798,21,86,691,35,2,7
41512,5221,146,36145,232,36,7
440,10,142,288,9,0,7
736,48,562,126,7,0,7
253,27,50,176,83,10,7
607,29,197,381,25,3,7
39,0,37,2,0,0,7
856,31,627,198,6,0,7
324,8,274,42,0,0,7
702,18,513,171,8,0,7
821,46,624,151,6,1,7
1709,19,650,1040,75,2,7
3009,56,2794,159,5,0,7
760,50,584,126,9,1,7
375,2,308,65,0,0,7
327,2,83,242,0,0,7
815,8,527,280,11,1,7
446,7,124,315,5,0,7
522,6,443,73,14,0,7
1464,103,267,1094,1,0,7
843,9,542,292,13,1,7
1498,21,1428,49,0,0,7
885,51,684,150,9,1,7
1964,91,205,1668,146,1,7
182,6,96,80,0,0,7
65,3,35,27,0,0,7
761,51,624,86,0,0,7
701,12,432,257,6,0,7
519,33,148,338,14,1,7
1495,28,1192,275,0,0,7
1044,47,826,171,1,1,7
314,0,216,98,6,0,7
1640,33,544,1063,69,2,7
7099,101,6485,513,4,0,7
225,2,119,104,5,0,7
3981,109,3748,124,1,0,7
918,10,607,301,7,0,7
245682,36816,1149,207717,1508,283,7
56,4,25,27,0,0,7
655,5,159,491,73,0,7
1059,67,604,388,29,2,7
3042,57,2928,57,2,1,7
1000,10,646,344,16,0,7
1048,30,801,217,1,0,7
1168,26,699,443,7,0,7
1504,22,1481,1,0,0,7
955,64,803,88,3,1,7
1022,10,653,359,22,0,7
11468,270,10405,793,27,1,7
232,3,143,86,8,0,7
1675,70,1236,369,5,0,7
1084,10,676,398,28,0,7
1870,68,1632,170,0,0,7
384,2,269,113,7,1,7
1184,33,898,253,20,0,7
2246,103,2095,48,0,0,7
674,42,391,241,2,0,7
828,23,698,107,2,0,7
885,53,760,72,1,0,7
153,12,77,64,0,0,7
591,10,368,213,0,0,7
1306,28,731,547,50,1,7
11668,273,10506,889,39,0,7
263040,40072,1219,221749,1238,177,7
625,9,583,33,3,0,7
103,11,62,30,1,0,7
2173,83,1855,235,40,0,7
2191,83,1862,246,18,0,7
1714,71,1328,315,9,0,7
439,2,290,147,8,0,7
1263,34,945,284,17,0,7
852,51,751,50,0,0,7
3152,156,1653,1343,127,3,7
451,2,297,152,12,0,7
1530,28,1396,106,2,0,7
646,0,103,543,30,0,7
84198,4638,77875,1685,3,0,7
1727,72,1338,317,7,1,7
476,2,307,167,13,0,7
2219,84,1893,242,8,1,7
1965,69,1697,199,7,0,7
890,9,670,211,27,0,7
8132,306,844,6982,463,12,7
3266,172,1723,1371,75,0,7
848,72,718,58,0,0,7
953,9,678,266,38,0,7
1437,32,928,477,111,1,7
3290,174,1730,1386,24,2,7
750,6,301,443,24,0,7
84335,4638,77906,1791,49,0,7
10024,329,7226,2469,33,1,7
4070,110,3929,31,7,0,7
21418,437,13766,7215,1359,8,7
17135,678,16066,391,26,1,7
84378,4638,77913,1827,43,0,7
1464,32,875,557,18,0,7
467,10,70,387,13,0,7
888,14,731,143,9,0,7
2120,8,1677,435,26,0,7
638,10,458,170,12,0,7
1979,69,1755,155,2,0,7
204,0,139,65,0,0,7
4105,110,3951,44,6,0,7
7474,102,6903,469,13,0,7
982,8,426,548,38,0,7
911,14,768,129,3,0,7
7558,104,6931,523,37,1,7
84673,4640,77985,2048,20,0,7
2319,85,2130,104,1,0,7
1942,36,224,1682,12,0,7
1984,69,1790,125,1,0,7
1076,288,386,402,61,14,7
1986,69,1797,120,2,0,7
684,34,285,365,3,0,7
1808,78,1501,229,2,0,7
561,6,135,420,10,0,7
2330,86,2187,57,5,1,7
567,6,142,419,6,0,7
768,34,298,436,39,0,7
1128,9,867,252,7,0,7
4155,585,2692,878,10,0,7
1989,69,1836,84,0,0,7
35,0,11,24,8,0,7
671,9,647,15,1,0,7
1175,50,1038,87,1,0,7
4166,587,2721,858,9,1,7
617,7,173,437,12,0,7
2410,10,1976,424,10,0,7
719,13,267,439,2,0,7
3180,58,3066,56,1,0,7
1873,36,1311,526,18,1,7
84889,4641,78134,2114,18,0,7
737,10,591,136,5,0,7
1767,28,1473,266,2,0,7
965,29,865,71,5,0,7
2011,69,1889,53,8,0,7
977,29,878,70,3,0,7
1033,53,869,111,13,0,7
399,1,38,360,85,0,7
989,31,903,55,2,0,7
2432,87,2275,70,4,0,7
1434,20,695,719,45,0,7
2665,11,1988,666,19,0,7
1040,0,984,56,11,0,7
1549,22,1506,21,1,0,7
1951,28,1514,409,24,0,7
1026,32,916,78,17,1,7
327,19,163,145,7,0,7
8779,123,8553,103,15,1,7
2188,32,385,1771,116,2,7
1979,28,1530,421,3,0,7
2999,15,2369,615,33,0,7
1344,4,42,1298,97,1,7
8815,123,8562,130,15,0,7
2730,11,2048,671,0,0,7
1402,7,64,1331,36,0,7
1752,5,907,840,23,0,7
1103,1,982,120,14,0,7
2034,69,1922,43,1,0,7
301020,45837,1434,253749,750,14,7
86783,4656,78869,3258,213,4,7
110,0,22,88,15,0,8
24,1,8,15,4,1,8
228,3,8,217,38,2,8
212,0,105,107,12,0,8
1646,4,9,1633,314,1,8
15320,44,113,15163,2993,16,8
392,0,16,376,48,0,8
123,5,10,108,19,1,8
526,0,41,485,25,0,8
827,4,52,771,106,3,8
709,0,12,697,155,0,8
1029,23,94,912,123,6,8
225,0,57,168,17,0,8
657,5,45,607,71,2,8
119,2,39,78,12,1,8
103,0,21,82,4,0,8
246,12,31,203,24,0,8
268,5,26,237,9,2,8
243,15,52,176,20,4,8
38815,2430,179,36206,4534,383,8
1054,28,248,778,0,1,8
1065,17,39,1009,159,1,8
1133,36,256,841,79,8,8
245,30,21,194,9,4,8
49,0,8,41,9,0,8
162,1,36,125,7,1,8
700,4,431,265,12,0,8
733,34,66,633,55,2,8
232,5,33,194,18,1,8
266,32,35,199,7,0,8
465,9,45,411,19,0,8
31,4,8,19,7,0,8
47,5,9,33,2,0,8
2561,92,997,1472,280,9,8
1832,4,131,1697,228,0,8
545,22,39,484,20,1,8
244,2,113,129,7,0,8
1124,43,128,953,33,3,8
582,3,38,541,37,0,8
494,7,214,273,21,0,8
661,28,62,571,26,3,8
385,6,99,280,3,0,8
1300,2,150,1148,66,1,8
3102,93,97,2912,325,10,8
714,23,40,651,49,2,8
387,8,66,313,104,1,8
144,13,34,97,21,3,8
373,11,99,263,30,1,8
1302,4,107,1191,137,0,8
55,0,20,35,0,0,8
1763,156,207,1400,111,14,8
94,3,20,71,1,0,8
1049,9,175,865,72,1,8
508,9,294,205,6,0,8
2144,84,66,1994,306,9,8
426,3,99,324,4,0,8
894,42,161,691,16,1,8
5448,8,518,4922,440,0,8
431,3,126,302,4,0,8
350,25,35,290,18,0,8
150,0,84,66,3,0,8
6125,161,367,5597,415,10,8
166,1,24,141,10,0,8
2168,225,295,1648,70,12,8
121,0,52,69,0,0,8
1353,79,205,1069,9,2,8
1592,45,192,1355,33,1,8
274,8,75,191,24,0,8
441,7,326,108,4,0,8
1388,81,219,1088,15,1,8
79,6,39,34,0,0,8
1300,56,205,1039,53,1,8
298,8,83,207,24,0,8
355,14,106,235,12,0,8
1379,18,394,967,6,1,8
363,14,114,235,8,0,8
228,9,93,126,0,0,8
1828,58,228,1542,125,1,8
6462,155,139,6168,549,3,8
345,8,97,240,22,0,8
95,4,50,41,0,0,8
619,7,134,478,31,0,8
625,15,394,216,5,0,8
130,3,58,69,4,0,8
451,8,356,87,2,0,8
128,0,90,38,0,0,8
95,4,58,33,0,0,8
2171,64,260,1847,232,4,8
645,43,506,96,4,0,8
690,7,162,521,27,0,8
166,8,29,129,11,0,8
436,6,332,98,4,0,8
96,2,50,44,6,0,8
1681,82,174,1425,87,6,8
367,6,93,268,32,1,8
178,9,37,132,12,1,8
1464,18,701,745,32,1,8
582,26,190,366,47,2,8
324,8,261,55,0,0,8
200616,30172,934,169510,3836,652,8
440,6,347,87,1,0,8
135,9,85,41,7,0,8
94,10,35,49,1,0,8
623,41,114,468,1,0,8
835,9,240,586,11,0,8
440,6,355,79,0,0,8
288,0,241,47,0,0,8
167,4,111,52,14,0,8
754,48,545,161,2,1,8
1801,10,1773,18,0,0,8
931,12,658,261,25,0,8
490,5,427,58,1,0,8
751,49,577,125,3,1,8
1972,108,203,1661,142,0,8
1054,51,118,885,57,3,8
2141,113,1114,914,24,6,8
638,11,317,310,3,1,8
288,0,249,39,0,0,8
715,36,259,420,15,3,8
3894,102,3610,182,6,1,8
218895,32797,1023,185075,3395,631,8
760,49,576,135,2,1,8
85,7,65,13,0,0,8
830,8,535,287,15,0,8
1518,29,129,1360,176,0,8
440,7,383,50,0,0,8
160,0,63,97,21,0,8
312,0,260,52,24,0,8
761,49,604,108,0,0,8
596,9,401,186,10,0,8
223,20,116,87,4,0,8
44064,5689,161,38214,190,27,8
23,1,15,7,8,0,8
796,51,652,93,0,0,8
1817,104,1301,412,25,3,8
655,41,211,403,1,0,8
1029,50,366,613,66,0,8
427,2,45,380,25,0,8
8676,193,938,7545,531,6,8
7095,101,6478,516,14,1,8
5187,215,561,4411,268,16,8
812,52,669,91,3,0,8
354,12,118,224,14,0,8
199,6,116,77,0,0,8
911,10,600,301,8,0,8
838,11,264,563,2,0,8
244174,36533,1142,206499,2041,358,8
648,60,204,384,37,2,8
84095,4638,77767,1690,11,0,8
237,6,15,216,10,0,8
945,61,783,101,2,0,8
381,12,141,228,8,0,8
951,10,628,313,21,0,8
2244,100,2035,109,0,1,8
711,9,479,223,3,0,8
1029,33,803,193,25,1,8
7139,103,6560,476,13,1,8
701,6,167,528,46,1,8
429,3,365,61,6,0,8
4001,110,3791,100,6,0,8
1471,108,1354,9,2,0,8
2245,103,2059,83,0,1,8
1071,48,946,77,3,0,8
764,51,692,21,0,0,8
224,6,138,80,0,0,8
1257,12,217,1028,85,1,8
311,28,167,116,15,1,8
622,9,562,51,2,0,8
784,39,65,680,39,5,8
1228,10,695,523,34,0,8
2247,103,2113,31,0,0,8
1570,5,37,1528,119,1,8
2247,104,2121,22,0,1,8
1931,69,1675,187,21,0,8
2915,151,1640,1124,125,2,8
1087,49,977,61,0,0,8
969,48,608,313,23,0,8
495,13,248,234,8,0,8
1342,11,712,619,24,1,8
845,23,738,84,0,0,8
514,12,76,426,1,0,8
3125,58,2981,86,4,0,8
