Confirmed,Deaths,Recovered,Active,New_cases,New_deaths,New_recovered
30972,1923,28700,349,7,2,0
144,6,0,138,3,0,0
443,7,430,6,0,0,0
509,21,183,305,0,0,0
1087,49,982,56,0,0,0
2473,22,487,1964,96,0,0
9,1,6,2,0,0,0
496,112,23,361,12,0,0
1200,10,912,278,111,3,0
96,4,38,54,4,0,0
26,3,20,3,0,0,0
103,11,64,28,0,0,0
92,7,81,4,0,0,0
20,2,16,2,1,0,0
42,1,24,17,0,0,0
141,2,138,1,0,0,0
891,53,765,73,1,0,0
246,6,159,81,2,0,0
83,1,45,37,0,0,0
98228,7969,0,90259,462,60,0
1850,5,38,1807,0,0,0
42078,1372,16459,24247,1359,64,0
141,2,67,72,0,0,0
972,18,807,147,2,0,0
18,0,16,2,0,0,0
43917,3690,21020,19207,539,48,0
1306,12,200,1094,0,0,0
7025,324,5800,901,24,1,0
28,1,21,6,0,0,0
3058,183,1374,1501,9,1,0
23,0,22,1,0,0,0
1389,12,153,1224,0,0,0
3662,56,24,3582,124,2,0
1807,10,1794,3,0,0,0
25215,1691,22698,826,8,8,0
605,10,405,190,6,0,0
1263,31,912,320,0,0,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
455,4,55,396,12,0,0
337,10,324,3,0,0,0
99,4,93,2,0,0,0
324,9,315,0,0,0,0
453,2,0,451,20,0,0
31,0,16,15,0,0,0
48102,6050,174,41878,164,15,0
1504,22,1482,0,0,0,0
8576,239,8138,199,15,0,0
19,0,18,1,0,0,0
1486,109,1359,18,1,0,0
1604,19,15,1570,0,0,0
241966,27136,150376,64454,249,0,0
137,2,9,126,9,0,0
45924,4717,0,41207,791,23,0
30988,1934,28700,354,16,11,0
146,6,0,140,2,0,0
509,21,183,305,0,0,0
3121,58,2973,90,2,0,0
117,8,109,0,0,0,0
1087,49,982,56,0,0,0
2632,23,487,2122,159,1,0
332,0,316,16,0,0,0
481,3,404,74,8,0,0
9,1,6,2,0,0,0
524,127,23,374,28,15,0
1200,10,912,278,0,0,0
314,4,46,264,27,0,0
26,3,20,3,0,0,0
20,2,16,2,0,0,0
305,4,188,113,0,0,0
48,1,24,23,6,0,0
141,2,138,1,0,0,0
891,53,765,73,0,0,0
83,1,45,37,0,0,0
126,0,125,1,0,0,0
98707,8037,0,90670,479,68,0
1888,5,38,1845,38,0,0
846,72,706,68,2,1,0
728,24,221,483,0,0,0
2249,106,2130,13,2,0,0
974,18,807,149,2,0,0
18,0,16,2,0,0,0
1306,12,200,1094,0,0,0
41,0,39,2,2,0,0
7040,324,5800,916,15,0,0
10201,48,3755,6398,0,0,0
3068,183,1374,1511,10,0,0
23,0,22,1,0,0,0
4258,23,2942,1293,0,0,0
1389,12,153,1224,0,0,0
3796,58,24,3714,134,2,0
1807,10,1794,3,0,0,0
25231,1695,22698,838,16,4,0
1092,26,794,272,3,0,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
455,4,55,396,0,0,0
635,9,597,29,3,0,0
99,4,93,2,0,0,0
324,9,315,0,0,0,0
472,2,0,470,19,0,0
48287,6061,174,42052,185,11,0
1504,22,1482,0,0,0,0
1464,55,953,456,0,0,0
8594,239,8138,217,18,0,0
119536,2356,36308,80872,5834,101,0
19,0,18,1,0,0,0
27,0,25,2,0,0,0
1488,109,1359,20,2,0,0
1604,19,15,1570,0,0,0
242280,27136,150376,64768,314,0,0
144,2,9,133,7,0,0
46814,4795,0,42019,890,78,0
31011,1936,28700,375,23,2,0
152,6,0,146,6,0,0
443,7,431,5,0,0,0
509,21,183,305,0,0,0
117,8,109,0,0,0,0
2738,23,487,2228,106,0,0
9,1,6,2,0,0,0
560,129,23,408,36,2,0
1200,10,912,278,0,0,0
26,3,20,3,0,0,0
96,7,83,6,0,0,0
20,2,16,2,0,0,0
305,4,188,113,0,0,0
48,1,24,23,0,0,0
141,2,138,1,0,0,0
260,6,165,89,12,0,0
85,1,45,39,2,0,0
657,6,294,357,42,1,0
126,0,125,1,0,0,0
8681,212,4836,3633,0,0,0
99146,8070,0,91076,439,33,0
1952,5,38,1909,64,0,0
848,72,706,70,2,0,0
162,2,97,63,0,0,0
728,24,221,483,0,0,0
1538,12,722,804,77,0,0
975,18,807,150,1,0,0
18,0,16,2,0,0,0
44440,3720,21862,18858,0,0,0
1306,12,200,1094,0,0,0
41,0,39,2,0,0,0
28,1,22,5,0,0,0
3088,183,1374,1531,20,0,0
23,0,22,1,0,0,0
1389,12,153,1224,0,0,0
158,12,92,54,2,0,0
3941,64,24,3853,145,6,0
1807,10,1794,3,0,0,0
25238,1703,22698,837,7,8,0
4,0,2,2,0,0,0
393,5,59,329,15,0,0
82,1,81,0,0,0,0
481,4,55,422,26,0,0
337,10,325,2,0,0,0
99,4,93,2,0,0,0
324,9,315,0,0,0,0
489,2,0,487,17,0,0
31,0,17,14,0,0,0
48451,6063,174,42214,164,2,0
1504,22,1482,0,0,0,0
1464,55,953,456,0,0,0
8608,242,8138,228,14,3,0
18586,418,10977,7191,697,5,0
19,0,18,1,0,0,0
27,0,25,2,0,0,0
691,42,496,153,0,0,0
1488,109,1359,20,0,0,0
242707,27136,150376,65195,427,0,0
168,2,9,157,24,0,0
48288,4814,0,43474,1474,19,0
164,6,0,158,12,0,0
443,7,431,5,0,0,0
509,21,183,305,0,0,0
117,8,109,0,0,0,0
2814,23,487,2304,76,0,0
487,3,410,74,2,0,0
9,1,6,2,0,0,0
591,136,23,432,31,7,0
1200,10,912,278,0,0,0
26,3,20,3,0,0,0
103,11,68,24,0,0,0
96,7,83,6,0,0,0
20,2,16,2,0,0,0
62,0,19,43,0,0,0
48,1,24,23,0,0,0
141,2,138,1,0,0,0
261,6,165,90,1,0,0
85,1,45,39,0,0,0
697,6,294,397,40,0,0
126,0,125,1,0,0,0
8681,212,4836,3633,0,0,0
99582,8124,0,91458,436,54,0
163,2,97,64,1,0,0
728,24,221,483,0,0,0
980,18,807,155,5,0,0
18,0,16,2,0,0,0
1306,12,200,1094,0,0,0
41,0,39,2,0,0,0
7073,325,6200,548,9,0,0
3463,23,1024,2416,0,0,0
28,1,22,5,0,0,0
3108,183,1374,1551,20,0,0
23,0,22,1,0,0,0
1460,15,153,1292,71,3,0
3941,64,24,3853,0,0,0
1807,10,1794,3,0,0,0
25250,1705,22698,847,12,2,0
1326,31,921,374,0,0,0
2166,26,1668,472,0,0,0
1096,27,818,251,2,1,0
4,0,2,2,0,0,0
409,6,59,344,16,1,0
82,1,81,0,0,0,0
645,9,600,36,5,0,0
337,10,325,2,0,0,0
99,4,93,2,0,0,0
197,0,95,102,0,0,0
324,9,315,0,0,0,0
509,2,0,507,20,0,0
31,0,17,14,0,0,0
48661,6072,174,42415,210,9,0
1504,22,1482,0,0,0,0
1464,55,953,456,0,0,0
8620,242,8138,240,12,0,0
125933,2463,40247,83223,0,0,0
19,0,18,1,0,0,0
27,0,25,2,0,0,0
1542,28,1409,105,1,0,0
1490,109,1359,22,2,0,0
2513,85,532,1896,0,0,0
1670,24,48,1598,0,0,0
243209,27136,150376,65697,502,0,0
187,3,9,175,19,1,0
49684,4854,0,44830,1396,40,0
31063,1938,28800,325,19,1,0
164,6,0,158,0,0,0
443,7,431,5,0,0,0
509,21,183,305,0,0,0
3129,58,2987,84,4,0,0
117,8,109,0,0,0,0
686,0,161,525,7,0,0
2879,23,487,2369,65,0,0
9,1,6,2,0,0,0
343,4,51,288,11,0,0
853,51,781,21,0,0,0
26,3,20,3,0,0,0
103,11,68,24,0,0,0
96,7,83,6,0,0,0
20,2,16,2,0,0,0
2893,163,2119,611,0,0,0
60,1,24,35,12,0,0
141,2,138,1,0,0,0
85,1,45,39,0,0,0
726,6,294,426,29,0,0
128,0,125,3,2,0,0
8681,212,4836,3633,0,0,0
100030,8182,0,91848,448,58,0
728,24,221,483,0,0,0
980,18,807,155,0,0,0
18,0,16,2,0,0,0
1306,12,200,1094,0,0,0
65,0,39,26,24,0,0
7087,325,6200,562,14,0,0
3463,23,1024,2416,0,0,0
3112,183,1374,1555,4,0,0
23,0,22,1,0,0,0
1460,15,153,1292,0,0,0
159,12,95,52,0,0,0
4165,70,24,4071,224,6,0
1808,10,1794,4,1,0,0
25295,1705,22698,892,45,0,0
14238,73,8829,5336,366,3,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
337,10,325,2,0,0,0
99,4,93,2,0,0,0
324,9,315,0,0,0,0
553,2,0,551,44,0,0
32,0,17,15,1,0,0
48840,6076,174,42590,179,4,0
1504,22,1482,0,0,0,0
1464,55,953,456,0,0,0
980,66,881,33,2,1,0
8628,242,8138,248,8,0,0
20059,429,13759,5871,848,8,0
19,0,18,1,0,0,0
27,0,25,2,0,0,0
694,42,520,132,0,0,0
1492,109,1359,24,2,0,0
243605,27136,150376,66093,396,0,0
196,3,9,184,9,0,0
50931,4874,0,46057,1247,20,0
31094,1938,28800,356,31,0,0
170,6,0,164,6,0,0
443,7,431,5,0,0,0
509,21,183,305,0,0,0
3134,58,2987,89,5,0,0
117,8,109,0,0,0,0
1094,49,995,50,1,0,0
2904,24,487,2393,25,1,0
334,0,323,11,1,0,0
1357,10,1104,243,36,0,0
853,51,781,21,0,0,0
140,6,61,73,2,0,0
26,3,20,3,0,0,0
103,11,68,24,0,0,0
96,7,83,6,0,0,0
20,2,16,2,0,0,0
66,0,21,45,0,0,0
2893,163,2119,611,0,0,0
60,1,24,35,0,0,0
141,2,138,1,0,0,0
894,53,799,42,2,0,0
261,6,167,88,0,0,0
85,1,45,39,0,0,0
128,0,125,3,0,0,0
8681,212,4836,3633,0,0,0
100391,8217,0,92174,361,35,0
2057,7,363,1687,0,0,0
176,2,114,60,0,0,0
728,24,221,483,0,0,0
2252,107,2134,11,1,0,0
983,18,807,158,3,0,0
18,0,16,2,0,0,0
1306,12,200,1094,0,0,0
96,0,39,57,31,0,0
1973,69,1705,199,0,0,0
7104,326,6200,578,17,1,0
3463,23,1024,2416,0,0,0
28,1,24,3,0,0,0
3121,183,1374,1564,9,0,0
23,0,22,1,0,0,0
1460,15,153,1292,0,0,0
4165,70,24,4071,0,0,0
25303,1706,22698,899,8,1,0
617,10,420,187,2,0,0
1437,32,928,477,0,0,0
1097,28,845,224,0,0,0
1446,32,868,546,4,0,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
337,10,325,2,0,0,0
99,4,93,2,0,0,0
197,0,98,99,0,0,0
325,9,315,1,1,0,0
583,3,0,580,30,1,0
32,0,17,15,0,0,0
48983,6078,174,42731,143,2,0
1504,22,1482,0,0,0,0
1464,55,953,456,0,0,0
8631,242,8138,251,3,0,0
582,2,332,248,41,0,0
19,0,18,1,0,0,0
27,0,25,2,0,0,0
694,42,520,132,0,0,0
1548,28,1410,110,3,0,0
1495,109,1359,27,3,0,0
1693,27,49,1617,0,0,0
243928,27136,150376,66416,323,0,0
208,3,9,196,12,0,0
51614,4874,0,46740,683,0,0
31117,1938,28800,379,23,0,0
177,6,0,171,7,0,0
443,7,431,5,0,0,0
509,21,183,305,0,0,0
3135,58,2987,90,1,0,0
530,13,291,226,0,0,0
123,8,109,6,6,0,0
272857,41885,1283,229689,807,36,0
334,0,323,11,0,0,0
492,3,415,74,3,0,0
9,1,8,0,0,0,0
383,4,54,325,27,0,0
26,3,20,3,0,0,0
103,11,68,24,0,0,0
97,7,83,7,1,0,0
21,2,16,3,1,0,0
60,1,24,35,0,0,0
141,2,138,1,0,0,0
85,1,45,39,0,0,0
128,0,125,3,0,0,0
100750,8227,0,92523,359,10,0
850,73,720,57,0,0,0
176,2,114,60,0,0,0
985,18,807,160,2,0,0
18,0,16,2,0,0,0
1306,12,200,1094,0,0,0
109,0,39,70,13,0,0
506,4,249,253,16,0,0
7108,326,6200,582,4,0,0
30,1,24,5,2,0,0
11964,54,4258,7652,0,0,0
3134,184,1374,1576,13,1,0
23,0,22,1,0,0,0
1492,15,153,1324,32,0,0
159,12,99,48,0,0,0
4441,76,24,4341,276,6,0
25321,1706,22698,917,18,0,0
1097,28,845,224,0,0,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
555,6,69,480,8,0,0
650,9,603,38,1,0,0
337,10,325,2,0,0,0
99,4,93,2,0,0,0
326,9,315,2,1,0,0
609,3,0,606,26,0,0
32,0,17,15,0,0,0
1506,22,1482,2,2,0,0
1464,55,953,456,0,0,0
980,66,885,29,0,0,0
8647,242,8138,267,16,0,0
21422,448,13766,7208,4,11,0
19,0,18,1,0,0,0
27,0,25,2,0,0,0
662,12,177,473,1,0,0
1552,28,1410,114,4,0,0
1496,109,1359,28,1,0,0
1693,27,49,1617,0,0,0
244109,27136,150376,66597,181,0,0
52383,4891,0,47492,769,17,0
177,6,0,171,0,0,0
509,21,183,305,0,0,0
3135,58,2987,90,0,0,0
123,8,109,6,0,0,0
3062,26,835,2201,84,1,0
334,0,323,11,0,0,0
505,3,415,87,13,0,0
9,1,8,0,0,0,0
387,4,54,329,4,0,0
854,52,789,13,1,1,0
148,6,64,78,6,0,0
97,7,83,7,0,0,0
22,2,16,4,1,0,0
60,1,24,35,0,0,0
141,3,138,0,0,1,0
9864,276,5570,4018,0,0,0
101074,8270,0,92804,324,43,0
853,74,720,59,3,1,0
883,27,391,465,0,0,0
2255,107,2140,8,1,0,0
18,0,16,2,0,0,0
121,0,39,82,12,0,0
7112,326,6200,586,4,0,0
34,1,24,9,4,0,0
3148,185,1374,1589,14,1,0
23,0,22,1,0,0,0
1492,15,153,1324,0,0,0
171,12,99,60,12,0,0
4547,80,24,4443,106,4,0
25334,1709,22698,927,13,3,0
1486,33,953,500,0,0,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
337,10,325,2,0,0,0
326,9,315,2,0,0,0
638,4,0,634,29,1,0
49288,6089,179,43020,140,5,0
1506,22,1482,2,0,0,0
1016,66,885,65,36,0,0
8660,242,8138,280,13,0,0
636,2,338,296,24,0,0
19,0,18,1,0,0,0
29,0,25,4,2,0,0
1499,109,1359,31,3,0,0
244328,27136,150376,66816,219,0,0
236,6,48,182,7,1,0
53323,4939,0,48384,940,48,0
31154,1954,28900,300,23,15,0
177,6,0,171,0,0,0
445,7,433,5,0,0,0
509,21,183,305,0,0,0
123,8,109,6,0,0,0
3150,27,835,2288,88,1,0
514,3,415,96,9,0,0
9,1,8,0,0,0,0
1405,11,1142,252,23,0,0
155,7,64,84,7,1,0
26,3,22,1,0,0,0
104,11,72,21,0,0,0
22,2,16,4,0,0,0
67,0,24,43,0,0,0
141,3,138,0,0,0,0
104,1,75,28,0,0,0
128,0,126,2,0,0,0
9864,276,5570,4018,0,0,0
101478,8311,0,93167,404,41,0
197,3,127,67,0,0,0
883,27,391,465,0,0,0
985,18,816,151,0,0,0
18,0,16,2,0,0,0
1664,32,515,1117,0,0,0
131,0,39,92,10,0,0
7117,326,6200,591,5,0,0
34,1,24,9,0,0,0
3203,187,1374,1642,55,2,0
23,0,22,1,0,0,0
1492,15,153,1324,0,0,0
4688,82,24,4582,141,2,0
25341,1710,22698,933,7,1,0
987,9,693,285,6,0,0
1486,33,953,500,0,0,0
1104,30,875,199,6,2,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
572,6,73,493,8,0,0
337,10,325,2,0,0,0
99,4,94,1,0,0,0
333,9,315,9,7,0,0
651,4,0,647,13,0,0
49405,6093,179,43133,117,4,0
1507,22,1482,3,1,0,0
1823,64,1238,521,0,0,0
8692,243,8138,311,32,1,0
22597,470,13774,8353,635,13,0
19,0,18,1,0,0,0
29,0,25,4,0,0,0
1503,109,1359,35,4,0,0
244683,27136,150376,67171,355,0,0
261,6,48,207,25,0,0
54562,5041,0,49521,1239,102,0
31187,1956,28900,331,33,2,0
178,7,0,171,1,1,0
509,21,183,305,0,0,0
123,8,109,6,0,0,0
3386,28,835,2523,236,1,0
335,0,325,10,1,0,0
555,3,415,137,41,0,0
9,1,8,0,0,0,0
1412,11,1142,259,7,0,0
166,8,64,94,11,1,0
26,3,22,1,0,0,0
97,7,85,5,0,0,0
22,2,16,4,0,0,0
21499,697,4002,16800,814,18,0
79,1,25,53,0,0,0
141,3,138,0,0,0,0
104,1,75,28,0,0,0
823,7,377,439,31,0,0
129,0,126,3,1,0,0
9864,276,5570,4018,0,0,0
101864,8360,0,93504,386,49,0
883,27,391,465,0,0,0
1664,32,515,1117,0,0,0
142,0,39,103,11,0,0
7119,326,6200,593,2,0,0
36,1,24,11,2,0,0
3227,188,1374,1665,24,1,0
1492,15,153,1324,0,0,0
183,12,102,69,12,0,0
4916,84,24,4808,228,2,0
25355,1714,22698,943,14,4,0
17588,935,15753,900,58,0,0
1486,33,953,500,0,0,0
2657,31,1933,693,0,0,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
2137,8,1677,452,17,0,0
663,9,610,44,1,0,0
337,10,325,2,0,0,0
99,4,94,1,0,0,0
337,9,315,13,4,0,0
662,4,0,658,11,0,0
39,0,19,20,3,0,0
49520,6097,179,43244,115,4,0
1507,22,1482,3,0,0,0
1823,64,1238,521,0,0,0
8708,244,8138,326,16,1,0
19,0,18,1,0,0,0
1511,109,1359,43,8,0,0
245268,27136,150376,67756,585,0,0
8020,487,2966,4567,0,0,0
56043,5053,0,50990,1481,12,0
31200,1956,28900,344,13,0,0
187,7,0,180,9,0,0
446,7,434,5,1,0,0
509,21,183,305,0,0,0
547,13,353,181,3,0,0
123,8,109,6,0,0,0
3483,28,835,2620,97,0,0
342,0,325,17,7,0,0
600,3,415,182,45,0,0
9,1,8,0,0,0,0
463,4,63,396,62,0,0
855,52,792,11,0,0,0
26,3,22,1,0,0,0
104,11,74,19,0,0,0
97,7,85,5,0,0,0
89,1,25,63,10,0,0
141,3,138,0,0,0,0
900,53,810,37,1,0,0
104,1,75,28,0,0,0
848,8,377,463,25,1,0
129,0,126,3,0,0,0
102301,8407,0,93894,437,47,0
2605,19,417,2169,0,0,0
84494,4638,77939,1917,0,0,0
210,5,129,76,0,0,0
883,27,391,465,0,0,0
2280,107,2142,31,11,0,0
985,19,818,148,0,0,0
1664,32,515,1117,0,0,0
142,0,39,103,0,0,0
7133,326,6200,607,14,0,0
36,1,24,11,0,0,0
3237,189,1374,1674,10,1,0
1541,17,153,1371,49,2,0
183,12,102,69,0,0,0
4980,87,24,4869,64,3,0
25368,1714,22698,956,13,0,0
652,10,458,184,14,0,0
1486,33,953,500,0,0,0
1110,30,903,177,2,0,0
4,0,2,2,0,0,0
581,33,250,298,39,0,0
82,1,81,0,0,0,0
337,10,325,2,0,0,0
99,4,94,1,0,0,0
355,9,315,31,18,0,0
668,4,0,664,6,0,0
45,0,19,26,6,0,0
49627,6100,179,43348,107,3,0
1509,22,1482,5,2,0,0
1823,64,1238,521,0,0,0
1020,67,901,52,0,0,0
8726,244,8138,344,18,0,0
19,0,18,1,0,0,0
29,0,26,3,0,0,0
1513,109,1359,45,2,0,0
2719,88,724,1907,0,0,0
245575,28315,150376,66884,307,1179,0
293,8,74,211,16,1,0
58076,5105,0,52971,2033,52,0
31235,1956,28900,379,35,0,0
187,7,0,180,0,0,0
446,7,434,5,0,0,0
509,21,183,305,0,0,0
123,8,109,6,0,0,0
853,24,814,15,3,0,0
3591,30,835,2726,108,2,0
9,1,8,0,0,0,0
479,4,63,412,16,0,0
855,52,792,11,0,0,0
176,9,66,101,4,1,0
26,3,22,1,0,0,0
104,11,74,19,0,0,0
97,7,85,5,0,0,0
22,2,17,3,0,0,0
650,11,247,392,0,0,0
3273,169,2241,863,0,0,0
89,1,25,63,0,0,0
141,3,138,0,0,0,0
901,53,810,38,1,0,0
104,1,75,28,0,0,0
863,8,377,478,15,0,0
129,0,126,3,0,0,0
102749,8465,0,94284,448,58,0
883,27,391,465,0,0,0
2299,107,2142,50,19,0,0
12578,600,11469,509,0,0,0
4565,45,3565,955,0,0,0
49731,4156,24446,21129,0,0,0
1664,32,515,1117,0,0,0
143,0,39,104,1,0,0
7142,326,6200,616,9,0,0
4428,34,1750,2644,0,0,0
37,2,24,11,1,1,0
3256,190,1374,1692,19,1,0
1541,17,153,1371,0,0,0
183,12,102,69,0,0,0
5077,88,24,4965,97,1,0
25374,1715,22698,961,6,1,0
20633,305,15586,4742,294,1,0
1486,33,953,500,0,0,0
1111,30,903,178,1,0,0
4,0,2,2,0,0,0
82,1,81,0,0,0,0
620,8,91,521,0,0,0
99,4,94,1,0,0,0
206,0,139,67,2,0,0
359,9,315,35,4,0,0
688,4,0,684,20,0,0
46,0,19,27,1,0,0
49703,6108,179,43416,76,8,0
1511,22,1482,7,2,0,0
1823,64,1238,521,0,0,0
8742,244,8138,360,16,0,0
25222,493,14359,10370,948,8,0
19,0,18,1,0,0,0
29,0,26,3,0,0,0
696,42,610,44,0,0,0
1586,28,1447,111,10,0,0
1519,109,1359,51,6,0,0
1882,34,122,1726,18,0,0
245938,28322,150376,67240,363,7,0
303,8,74,221,10,0,0
58591,5109,0,53482,515,4,0
31243,1956,28900,387,8,0,0
198,7,0,191,11,0,0
446,7,434,5,0,0,0
509,21,183,305,0,0,0
123,8,109,6,0,0,0
763,0,492,271,8,0,0
278640,42783,1319,234538,666,130,0
3789,33,835,2921,198,3,0
784,3,437,344,109,0,0
9,1,8,0,0,0,0
1430,11,1194,225,0,0,0
479,4,63,412,0,0,0
855,52,792,11,0,0,0
26,3,22,1,0,0,0
97,7,85,5,0,0,0
60550,9696,16771,34083,0,0,0
22,2,17,3,0,0,0
68,0,30,38,0,0,0
3273,169,2241,863,0,0,0
89,1,25,63,0,0,0
141,3,138,0,0,0,0
103065,8481,0,94584,316,16,0
247,5,159,83,0,0,0
883,27,391,465,0,0,0
2317,107,2142,68,18,0,0
986,19,824,143,1,0,0
12578,600,11469,509,0,0,0
1664,32,515,1117,0,0,0
143,0,39,104,0,0,0
635,5,285,345,8,0,0
7143,326,6200,617,1,0,0
4428,34,1750,2644,0,0,0
37,2,24,11,0,0,0
3266,190,1374,1702,10,0,0
1541,17,153,1371,0,0,0
5077,88,24,4965,0,0,0
25379,1715,22698,966,5,0,0
17780,955,15948,877,55,0,0
1486,33,953,500,0,0,0
1111,30,903,178,0,0,0
4,0,2,2,0,0,0
626,34,254,338,25,1,0
82,1,81,0,0,0,0
1933,109,1255,569,0,0,0
665,9,616,40,1,0,0
337,10,326,1,0,0,0
100,4,94,2,1,0,0
362,9,315,38,3,0,0
733,5,0,728,45,1,0
55,0,19,36,9,0,0
49794,6109,179,43506,91,1,0
1513,22,1482,9,2,0,0
1823,64,1238,521,0,0,0
1036,67,911,58,1,0,0
8745,244,8138,363,3,0,0
26030,501,14359,11170,808,8,0
19,0,18,1,0,0,0
29,0,26,3,0,0,0
696,42,610,44,0,0,0
698,12,203,483,0,0,0
1587,28,1447,112,1,0,0
246272,28323,150376,67573,334,1,0
8580,521,3325,4734,0,0,0
58848,5111,0,53737,257,2,0
204,7,0,197,6,0,0
446,7,434,5,0,0,0
509,21,183,305,0,0,0
3148,58,3018,72,1,0,0
123,8,109,6,0,0,0
279264,42826,1319,235119,624,43,0
3917,33,835,3049,128,0,0
349,0,327,22,0,0,0
9,1,8,0,0,0,0
1430,11,1194,225,0,0,0
186,10,77,99,3,1,0
26,3,22,1,0,0,0
104,11,77,16,0,0,0
97,7,85,5,0,0,0
60550,9696,16771,34083,0,0,0
23,2,17,4,1,0,0
807,13,253,541,42,0,0
89,1,25,63,0,0,0
141,3,138,0,0,0,0
903,53,814,36,0,0,0
291,6,200,85,1,0,0
144,1,93,50,0,0,0
130,0,127,3,1,0,0
103405,8493,0,94912,340,12,0
247,5,159,83,0,0,0
2336,107,2142,87,19,0,0
988,19,824,145,2,0,0
50640,4223,24991,21426,0,0,0
1664,32,515,1117,0,0,0
143,0,39,104,0,0,0
14154,85,10473,3596,0,0,0
3287,190,1374,1723,21,0,0
4988,27,3669,1292,0,0,0
205,12,103,90,21,0,0
5211,88,24,5099,134,0,0
1815,10,1797,8,0,0,0
25383,1717,22698,968,4,2,0
665,10,516,139,6,0,0
3356,40,2021,1295,0,0,0
1111,30,903,178,0,0,0
12,0,2,10,8,0,0
82,1,81,0,0,0,0
1801,76,1475,250,3,0,0
749,11,258,480,19,0,0
340,10,326,4,3,0,0
367,9,315,43,5,0,0
737,5,0,732,4,0,0
49859,6109,179,43571,65,0,0
1823,64,1238,521,0,0,0
8751,248,8138,365,6,4,0
9,0,8,1,1,0,0
19,0,18,1,0,0,0
29,0,26,3,0,0,0
702,12,203,487,4,0,0
1340,55,788,497,13,0,0
1588,28,1447,113,1,0,0
1521,109,1376,36,1,0,0
246504,28324,150376,67804,232,1,0
58932,5122,0,53810,84,11,0
31310,1956,29000,354,18,0,0
219,7,0,212,15,0,0
509,21,183,305,0,0,0
123,8,109,6,0,0,0
1159,50,1020,89,2,0,0
10,1,8,1,1,0,0
1430,11,1194,225,0,0,0
512,6,64,442,23,0,0
189,10,77,102,3,0,0
26,3,22,1,0,0,0
97,7,85,5,0,0,0
60810,9713,16771,34326,260,17,0
23,2,17,4,0,0,0
89,1,25,63,0,0,0
141,3,138,0,0,0,0
144,1,93,50,0,0,0
130,0,127,3,0,0,0
103754,8511,0,95243,349,18,0
265,7,159,99,18,2,0
1087,37,456,594,0,0,0
2366,107,2142,117,30,0,0
990,19,824,147,2,0,0
51643,4274,24991,22378,1003,51,0
1664,32,515,1117,0,0,0
143,0,39,104,0,0,0
7155,327,6400,428,11,0,0
42,2,26,14,1,0,0
3302,190,1374,1738,15,0,0
1556,19,191,1346,0,0,0
25391,1720,22698,973,8,3,0
2169,37,1047,1085,0,0,0
1111,30,903,178,0,0,0
17,0,2,15,5,0,0
4133,110,3959,64,12,0,0
803,11,258,534,54,0,0
2238,8,1813,417,21,0,0
340,10,326,4,0,0,0
101,4,95,2,0,0,0
378,9,315,54,11,0,0
757,5,0,752,20,0,0
72,0,21,51,9,0,0
49923,6114,179,43630,64,5,0
1516,22,1483,11,1,0,0
2170,74,1238,858,347,10,0
1051,67,913,71,5,0,0
8772,248,8138,386,21,0,0
9,0,8,1,0,0,0
19,0,18,1,0,0,0
1534,109,1376,49,13,0,0
2812,90,818,1904,0,0,0
246752,28325,150376,68051,248,1,0
319,9,132,178,0,1,0
60837,5161,0,55676,1905,39,0
31332,1956,29000,376,22,0,0
231,7,0,224,12,0,0
446,7,435,4,0,0,0
509,21,183,305,0,0,0
123,8,109,6,0,0,0
885,25,815,45,3,0,0
4187,35,1327,2825,139,0,0
1169,3,442,724,168,0,0
10,1,8,1,0,0,0
525,6,64,455,13,0,0
855,52,797,6,0,0,0
197,10,77,110,8,0,0
26,3,22,1,0,0,0
104,11,83,10,0,0,0
97,7,85,5,0,0,0
60898,9722,16771,34405,88,9,0
23,2,17,4,0,0,0
70,0,34,36,0,0,0
92,1,25,66,3,0,0
141,3,138,0,0,0,0
144,1,93,50,0,0,0
130,0,127,3,0,0,0
104074,8543,0,95531,320,32,0
77113,2491,30517,44105,3541,87,0
265,7,159,99,0,0,0
1087,37,456,594,0,0,0
991,19,824,148,1,0,0
51643,4274,24991,22378,0,0,0
1664,32,515,1117,0,0,0
144,0,39,105,1,0,0
42,2,26,14,0,0,0
3310,190,1374,1746,8,0,0
1556,19,191,1346,0,0,0
209,12,107,90,3,0,0
2169,37,1047,1085,0,0,0
1111,30,903,178,0,0,0
17,0,2,15,0,0,0
662,34,270,358,10,0,0
341,10,326,5,1,0,0
102,4,95,3,1,0,0
389,9,315,65,11,0,0
762,5,0,757,5,0,0
76,0,21,55,4,0,0
50005,6116,179,43710,82,2,0
2170,74,1238,858,0,0,0
1051,67,913,71,0,0,0
8788,249,8138,401,16,1,0
10,0,8,2,1,0,0
29,0,27,2,0,0,0
1607,28,1448,131,18,0,0
1541,109,1376,56,7,0,0
247086,28327,150376,68383,334,2,0
8889,548,3699,4642,0,0,0
62324,5209,0,57115,1487,48,0
